order_id,order_date,supplier_name,supplier_city,destination_city,product_category,transport_mode,distance_km,promised_delivery_days,actual_delivery_days,delay_days,shipment_cost_inr,quantity_units,disruption_cause,disruption_label,rainfall_mm,temperature_celsius,wind_speed_kmh,severity_score,weather_anomaly_score,sentiment_score,disruption_signal,composite_risk_score,delivery_reliability_score,regional_risk_index,strike_incidents_3yr,financial_stability_score,historical_disruption_count,rolling_7d_delay,rolling_14d_delay,lag1_delay,lag2_delay,transport_mode_enc,product_category_enc,supplier_city_enc,destination_city_enc,lstm_disruption_prob
ORD01836,2021-01-27,Coal India Suppliers,Ahmedabad,Bhopal,Pharmaceuticals,Road+Rail,0.8524653312788906,0.25,25,19,57317.14,0.6755073337351819,Flood,1,0.0,0.36426116838487976,0.32409972299168976,0.0,0.0,0.5273605150214593,0.0,0.3034300791556727,0.5945945945945947,0.5253164556962024,1,0.726,0.0,0.970802919708029,1.0,0.0,0.0,1.0,0.7777777777777777,0.0,2,0.54639304
ORD01836,2021-01-27,Coal India Suppliers,Ahmedabad,Bhopal,Pharmaceuticals,Road+Rail,0.8524653312788906,0.25,25,19,57317.14,0.6755073337351819,Flood,1,0.0,0.36426116838487976,0.32409972299168976,0.0,0.0,0.5273605150214593,0.0,0.4564643799472295,0.10472972972972983,0.5675105485232068,0,0.808,0.0,0.970802919708029,1.0,0.9500000000000001,0.0,1.0,0.7777777777777777,0.0,2,0.54639304
ORD01836,2021-01-27,Coal India Suppliers,Ahmedabad,Bhopal,Pharmaceuticals,Road+Rail,0.8524653312788906,0.25,25,19,57317.14,0.6755073337351819,Flood,1,0.0,0.36426116838487976,0.32409972299168976,0.0,0.0,0.5273605150214593,0.0,0.6649076517150396,0.5844594594594594,0.5400843881856541,3,0.54,0.0,0.970802919708029,1.0,0.9500000000000001,0.9500000000000001,1.0,0.7777777777777777,0.0,2,0.54639304
ORD01836,2021-01-27,Coal India Suppliers,Ahmedabad,Bhopal,Pharmaceuticals,Road+Rail,0.8524653312788906,0.25,25,19,57317.14,0.6755073337351819,Flood,1,0.0,0.36426116838487976,0.32409972299168976,0.0,0.0,0.5273605150214593,0.0,0.646437994722955,0.5692567567567568,0.611814345991561,4,0.556,0.0,0.970802919708029,1.0,0.9500000000000001,0.9500000000000001,1.0,0.7777777777777777,0.0,2,0.54639304
ORD00493,2021-01-30,GAIL Vendors,Ahmedabad,Bhopal,FMCG,Air,0.8524653312788906,0.0,21,18,276529.91,0.22182037371910793,Accident,1,0.0,0.4020618556701031,0.3130193905817174,0.0,0.0,0.5273605150214593,0.0,0.0,0.7381756756756757,0.0,0,0.766,0.0,0.9605839416058394,0.9894736842105263,0.9500000000000001,0.9500000000000001,0.0,0.4444444444444444,0.0,2,0.54639304
ORD00493,2021-01-30,GAIL Vendors,Ahmedabad,Bhopal,FMCG,Air,0.8524653312788906,0.0,21,18,276529.91,0.22182037371910793,Accident,1,0.0,0.4020618556701031,0.3130193905817174,0.0,0.0,0.5273605150214593,0.0,0.2823218997361477,0.6689189189189191,0.5063291139240507,1,0.768,0.0,0.9537712895377128,0.9824561403508772,0.9,0.9500000000000001,0.0,0.4444444444444444,0.0,2,0.54639304
ORD00493,2021-01-30,GAIL Vendors,Ahmedabad,Bhopal,FMCG,Air,0.8524653312788906,0.0,21,18,276529.91,0.22182037371910793,Accident,1,0.0,0.4020618556701031,0.3130193905817174,0.0,0.0,0.5273605150214593,0.0,0.5382585751978892,0.29391891891891886,0.2510548523206751,3,0.595,0.0,0.948905109489051,0.9774436090225564,0.9,0.9,0.0,0.4444444444444444,0.0,2,0.54639304
ORD00493,2021-01-30,GAIL Vendors,Ahmedabad,Bhopal,FMCG,Air,0.8524653312788906,0.0,21,18,276529.91,0.22182037371910793,Accident,1,0.0,0.4020618556701031,0.3130193905817174,0.0,0.0,0.5273605150214593,0.0,0.5751978891820582,0.0,0.6940928270042195,4,0.851,0.0,0.9416058394160582,0.9736842105263157,0.9,0.9,0.0,0.4444444444444444,0.0,2,0.54639304
ORD00115,2021-02-03,Reliance Logistics,Ahmedabad,Kolkata,Industrial Machinery,Air,0.5716486902927581,0.9166666666666665,31,17,274510.6,0.5899136025718305,Political Unrest,1,0.0,0.5635738831615121,0.1412742382271468,0.0,0.0,0.5273605150214593,0.0,0.05013192612137213,0.8783783783783785,0.09704641350210974,0,0.66,0.0,0.9270072992700729,0.964912280701754,0.9,0.9,0.0,0.6666666666666666,0.0,9,0.54639304
ORD00115,2021-02-03,Reliance Logistics,Ahmedabad,Kolkata,Industrial Machinery,Air,0.5716486902927581,0.9166666666666665,31,17,274510.6,0.5899136025718305,Political Unrest,1,0.0,0.5635738831615121,0.1412742382271468,0.0,0.0,0.5273605150214593,0.0,0.4538258575197888,0.472972972972973,0.529535864978903,0,0.531,0.0,0.9124087591240875,0.9578947368421051,0.8500000000000001,0.9,0.0,0.6666666666666666,0.0,9,0.54639304
